municode,State,Municipality,Domestic_Tariff,Divisional_Area,DAC_Area,Fixed,January_marginal,February_marginal,March_marginal,April_marginal,May_marginal,June_marginal,July_marginal,Agust_marginal,September_marginal,October_marginal,November_marginal,December_marginal
16027,Michoacan de Ocampo,Chucandiro,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16028,Michoacan de Ocampo,Churintzio,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16029,Michoacan de Ocampo,Churumuco,4,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16030,Michoacan de Ocampo,Ecuandureo,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16031,Michoacan de Ocampo,Epitacio Huerta,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16032,Michoacan de Ocampo,Erongaricuaro,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16033,Michoacan de Ocampo,Gabriel Zamora,5,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16034,Michoacan de Ocampo,Hidalgo,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16035,Michoacan de Ocampo,La Huacana,5,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16036,Michoacan de Ocampo,Huandacareo,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16037,Michoacan de Ocampo,Huaniqueo,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16038,Michoacan de Ocampo,Huetamo,4,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16039,Michoacan de Ocampo,Huiramba,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16040,Michoacan de Ocampo,Indaparapeo,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16041,Michoacan de Ocampo,Irimbo,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16042,Michoacan de Ocampo,Ixtlan,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16043,Michoacan de Ocampo,Jacona,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16044,Michoacan de Ocampo,Jimenez,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16045,Michoacan de Ocampo,Jiquilpan,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16046,Michoacan de Ocampo,Juarez,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16047,Michoacan de Ocampo,Jungapeo,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16048,Michoacan de Ocampo,Lagunillas,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16049,Michoacan de Ocampo,Madero,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16050,Michoacan de Ocampo,Maravatio,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16051,Michoacan de Ocampo,Marcos Castellanos,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16052,Michoacan de Ocampo,Lazaro Cardenas,3,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16053,Michoacan de Ocampo,Morelia,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16054,Michoacan de Ocampo,Morelos,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16055,Michoacan de Ocampo,Mugica,5,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16056,Michoacan de Ocampo,Nahuatzen,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16057,Michoacan de Ocampo,Nocupetaro,4,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16058,Michoacan de Ocampo,Nuevo Parangaricutiro,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16059,Michoacan de Ocampo,Nuevo Urecho,5,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16060,Michoacan de Ocampo,Numaran,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16061,Michoacan de Ocampo,Ocampo,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16062,Michoacan de Ocampo,Pajacuaran,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16063,Michoacan de Ocampo,Panindicuaro,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16064,Michoacan de Ocampo,Paracuaro,5,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16065,Michoacan de Ocampo,Paracho,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16066,Michoacan de Ocampo,Patzcuaro,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16067,Michoacan de Ocampo,Penjamillo,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16068,Michoacan de Ocampo,Periban,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16069,Michoacan de Ocampo,La Piedad,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16070,Michoacan de Ocampo,Purepero,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16071,Michoacan de Ocampo,Puruandiro,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16072,Michoacan de Ocampo,Querendaro,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16073,Michoacan de Ocampo,Quiroga,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16074,Michoacan de Ocampo,Cojumatlan de Regules,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16075,Michoacan de Ocampo,Los Reyes,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16076,Michoacan de Ocampo,Sahuayo,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16077,Michoacan de Ocampo,San Lucas,4,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16078,Michoacan de Ocampo,Santa Ana Maya,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16079,Michoacan de Ocampo,Salvador Escalante,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16080,Michoacan de Ocampo,Senguio,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16081,Michoacan de Ocampo,Susupuato,2,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16082,Michoacan de Ocampo,Tacambaro,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16083,Michoacan de Ocampo,Tancitaro,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16084,Michoacan de Ocampo,Tangamandapio,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16085,Michoacan de Ocampo,Tangancicuaro,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16086,Michoacan de Ocampo,Tanhuato,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16087,Michoacan de Ocampo,Taretan,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16088,Michoacan de Ocampo,Tarimbaro,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16089,Michoacan de Ocampo,Tepalcatepec,4,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16090,Michoacan de Ocampo,Tingambato,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16091,Michoacan de Ocampo,Tinguindin,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16092,Michoacan de Ocampo,Tiquicheo de Nicolas Romero,5,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16093,Michoacan de Ocampo,Tlalpujahua,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16094,Michoacan de Ocampo,Tlazazalca,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16095,Michoacan de Ocampo,Tocumbo,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16096,Michoacan de Ocampo,Tumbiscatio,3,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16097,Michoacan de Ocampo,Turicato,2,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16098,Michoacan de Ocampo,Tuxpan,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16099,Michoacan de Ocampo,Tuzantla,5,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16100,Michoacan de Ocampo,Tzintzuntzan,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16101,Michoacan de Ocampo,Tzitzio,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16102,Michoacan de Ocampo,Uruapan,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16103,Michoacan de Ocampo,Venustiano Carranza,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16104,Michoacan de Ocampo,Villamar,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16105,Michoacan de Ocampo,Vista Hermosa,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16106,Michoacan de Ocampo,Yurecuaro,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16107,Michoacan de Ocampo,Zacapu,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16108,Michoacan de Ocampo,Zamora,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16109,Michoacan de Ocampo,Zinaparo,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16110,Michoacan de Ocampo,Zinapecuaro,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16111,Michoacan de Ocampo,Ziracuaretiro,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16112,Michoacan de Ocampo,Zitacuaro,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
16113,Michoacan de Ocampo,Jose Sixto Verduzco,1,Centro Occidente,Sur,38.27,2.378,2.546,2.643,2.774,2.934,3.095,3.343,3.625,3.935,3.929,3.871,3.349
17001,Morelos,Amacuzac,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17002,Morelos,Atlatlahucan,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17003,Morelos,Axochiapan,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17004,Morelos,Ayala,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17005,Morelos,Coatlan del Rio,1,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17006,Morelos,Cuautla,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17007,Morelos,Cuernavaca,1,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17008,Morelos,Emiliano Zapata,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17009,Morelos,Huitzilac,1,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17010,Morelos,Jantetelco,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17011,Morelos,Jiutepec,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17012,Morelos,Jojutla,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17013,Morelos,Jonacatepec,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17014,Morelos,Mazatepec,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17015,Morelos,Miacatlan,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17016,Morelos,Ocuituco,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17017,Morelos,Puente de Ixtla,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17018,Morelos,Temixco,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17019,Morelos,Tepalcingo,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17020,Morelos,Tepoztlan,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17021,Morelos,Tetecala,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17022,Morelos,Tetela del Volcan,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17023,Morelos,Tlalnepantla,1,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17024,Morelos,Tlaltizapan,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17025,Morelos,Tlaquiltenango,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17026,Morelos,Tlayacapan,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17027,Morelos,Totolapan,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17028,Morelos,Xochitepec,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17029,Morelos,Yautepec,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17030,Morelos,Yecapixtla,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17031,Morelos,Zacatepec,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17032,Morelos,Zacualpan,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
17033,Morelos,Temoac,2,Centro Sur,Sur,47.45,2.404,2.539,2.657,2.783,2.935,3.089,3.325,3.594,3.892,3.886,3.831,3.332
18001,Nayarit,Acaponeta,3,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
18002,Nayarit,Ahuacatlan,2,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
18003,Nayarit,Amatlan de Canas,3,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
18004,Nayarit,Compostela,3,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
18005,Nayarit,Huajicori,3,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
18006,Nayarit,Ixtlan del Rio,2,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
18007,Nayarit,Jala,2,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
18008,Nayarit,Xalisco,2,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
18009,Nayarit,Del Nayar,3,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
18010,Nayarit,Rosamorada,3,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
18011,Nayarit,Ruiz,3,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
18012,Nayarit,San Blas,3,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
18013,Nayarit,San Pedro Lagunillas,1,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
18014,Nayarit,Santa Maria del Oro,2,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
18015,Nayarit,Santiago Ixcuintla,3,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
18016,Nayarit,Tecuala,3,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
18017,Nayarit,Tepic,2,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
18018,Nayarit,Tuxpan,3,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
18019,Nayarit,La Yesca,3,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
18020,Nayarit,Bahia de Banderas,3,Jalisco,Sur,48.68,2.841,2.8185,3.035,3.196,3.392,3.591,3.895,4.241,4.624,4.616,4.545,3.903
19001,Nuevo Leon,Abasolo,4,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19002,Nuevo Leon,Agualeguas,4,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19003,Nuevo Leon,Los Aldamas,1,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19004,Nuevo Leon,Allende,3,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19005,Nuevo Leon,Anahuac,6,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19006,Nuevo Leon,Apodaca,4,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19007,Nuevo Leon,Aramberri,1,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19008,Nuevo Leon,Bustamante,3,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19009,Nuevo Leon,Cadereyta Jimenez,4,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19010,Nuevo Leon,Carmen,4,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19011,Nuevo Leon,Cerralvo,4,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19012,Nuevo Leon,Cienega de Flores,4,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19013,Nuevo Leon,China,5,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19014,Nuevo Leon,Dr. Arroyo,1,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19015,Nuevo Leon,Dr. Coss,3,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19016,Nuevo Leon,Dr. Gonzalez,1,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19017,Nuevo Leon,Galeana,1,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19018,Nuevo Leon,Garcia,4,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19019,Nuevo Leon,San Pedro Garza Garcia,4,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19020,Nuevo Leon,Gral. Bravo,1,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19021,Nuevo Leon,Gral. Escobedo,4,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
19022,Nuevo Leon,Gral. Teran,4,Golfo Norte,Noreste,52.47,2.223,2.159,2.37,2.515,2.688,2.865,3.136,3.444,3.784,3.777,3.714,3.144
